gvkey,conm,tic,cusip,cik,sic,fyear,datadate,at,restatement
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2012,20121231,26339.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2013,20131231,25935.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2014,20141231,27974.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2015,20151231,28737.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2016,20161231,32041.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2017,20171231,33767.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2018,20181231,36288.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2019,20191231,41882.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2020,20201231,45496.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2021,20211231,39719.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2022,20221231,42683.0000,0
003897,DTE ENERGY CO,DTE,233331107,0000936340,4931,2023,20231231,44755.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2010,20100930,69206.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2011,20110930,72124.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2012,20120930,74898.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2013,20130930,81241.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2014,20140930,84186.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2015,20150930,88182.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2016,20160930,92033.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2017,20170930,95789.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2018,20180930,98598.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2019,20190930,193984.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2020,20200930,201549.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2021,20210930,203609.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2022,20220930,203631.0000,0
003980,DISNEY (WALT) CO,DIS,254687106,0001744489,4888,2023,20230930,205579.0000,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2010,20110131,9546.2220,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2011,20120131,9688.5200,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2012,20130131,10367.6820,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2013,20140131,10867.5240,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2014,20150131,11224.1040,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2015,20160131,11257.8850,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2016,20170131,11672.2980,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2017,20180131,12516.9110,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2018,20190131,13204.0380,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2019,20200131,22825.0840,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2020,20210131,25862.6240,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2021,20220131,26327.3710,0
004016,DOLLAR GENERAL CORP,DG,256677105,0000029534,5331,2022,20230131,29083.3670,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2010,20101231,42817.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2011,20111231,45614.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2012,20121231,46838.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2013,20131231,50096.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2014,20141231,54327.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2015,20151231,58797.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2016,20161231,71610.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2017,20171231,76585.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2018,20181231,77914.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2019,20191231,103823.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2020,20201231,95905.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2021,20211231,99590.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2022,20221231,104243.0000,0
004029,DOMINION ENERGY INC,D,25746U109,0000715957,4911,2023,20231231,109032.0000,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2010,20101231,8562.8940,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2011,20111231,9501.4500,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2012,20121231,10443.9430,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2013,20131231,10838.1720,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2014,20141231,9090.3850,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2015,20151231,8619.7630,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2016,20161231,10115.9910,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2017,20171231,10657.6530,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2018,20181231,8365.7710,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2019,20191231,8669.4770,1
004058,DOVER CORP,DOV,260003108,0000029905,3585,2020,20201231,9152.0740,1
004058,DOVER CORP,DOV,260003108,0000029905,3585,2021,20211231,10403.6270,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2022,20221231,10896.5190,0
004058,DOVER CORP,DOV,260003108,0000029905,3585,2023,20231231,11348.5130,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2010,20101231,69588.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2011,20111231,69224.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2012,20121231,69605.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2013,20131231,69501.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2014,20141231,68796.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2015,20151231,68026.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2016,20161231,79511.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2017,20171231,192164.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2018,20181231,188030.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2019,20191231,69396.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2020,20201231,70904.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2021,20211231,45707.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2022,20221231,41355.0000,0
004060,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,3679,2023,20231231,38552.0000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2010,20101231,19566.1000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2011,20111231,20505.4000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2012,20121231,22151.9000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2013,20131231,22098.7000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2014,20141231,21559.7000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2015,20151231,22110.7000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2016,20161231,23165.4000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2017,20171231,24931.2000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2018,20181231,24617.0000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2019,20191231,26783.4000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2020,20201231,27647.2000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2021,20211231,28421.8000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2022,20221231,27002.5000,0
004066,OMNICOM GROUP INC,OMC,681919106,0000029989,7311,2023,20231231,28044.6000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2010,20101231,59090.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2011,20111231,62526.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2012,20121231,113856.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2013,20131231,114779.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2014,20141231,120709.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2015,20151231,121156.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2016,20161231,132761.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2017,20171231,137914.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2018,20181231,145392.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2019,20191231,158838.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2020,20201231,162388.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2021,20211231,169587.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2022,20221231,178086.0000,0
004093,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2023,20231231,176893.0000,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2010,20101231,3209.3730,1
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2011,20111231,3834.1980,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2012,20121231,3901.7620,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2013,20131231,3946.7120,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2014,20141231,4134.0750,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2015,20151231,4166.2950,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2016,20161231,4276.6830,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2017,20171231,6091.4630,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2018,20181231,5975.5220,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2019,20191231,6538.5640,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2020,20201231,7960.3150,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2021,20211231,15000.5540,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2022,20221231,14129.8550,0
004145,REVVITY INC,RVTY,714046109,0000031791,3826,2023,20231231,13564.6650,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2010,20101231,17252.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2011,20111231,17873.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2012,20121231,35848.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2013,20131231,35491.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2014,20141231,33529.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2015,20151231,31031.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2016,20161231,30419.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2017,20171231,32623.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2018,20181231,31092.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2019,20191231,32805.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2020,20201231,31824.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2021,20211231,34027.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2022,20221231,35014.0000,0
004199,EATON CORP PLC,ETN,G29183103,0001551182,3620,2023,20231231,38432.0000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2010,20101231,4872.2000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2011,20111231,18240.8000,1
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2012,20121231,17572.3000,1
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2013,20131231,19636.5000,1
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2014,20141231,19466.7000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2015,20151231,18641.7000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2016,20161231,18330.2000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2017,20171231,19962.4000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2018,20181231,20074.5000,1
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2019,20191231,20869.1000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2020,20201231,18126.0000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2021,20211231,21206.4000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2022,20221231,21464.3000,0
004213,ECOLAB INC,ECL,278865100,0000031462,2842,2023,20231231,21846.6000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2010,20100930,22843.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2011,20110930,23861.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2012,20120930,23818.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2013,20130930,24711.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2014,20140930,24177.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2015,20150930,22088.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2016,20160930,21743.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2017,20170930,19589.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2018,20180930,20390.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2019,20190930,20497.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2020,20200930,22882.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2021,20210930,24715.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2022,20220930,35672.0000,0
004321,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3823,2023,20230930,42746.0000,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2010,20100930,6763.7910,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2011,20110930,7282.8710,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2012,20120930,7495.6750,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2013,20130930,7940.4010,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2014,20140930,8594.7040,1
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2015,20150930,9092.9450,1
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2016,20160930,10010.8890,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2017,20170930,10749.5960,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2018,20180930,11874.4370,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2019,20190930,13367.6190,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2020,20200930,15359.0320,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2021,20210930,19608.6620,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2022,20220930,22192.9890,0
004383,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,2023,20230930,22516.9680,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2010,20101231,3433.6000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2011,20111231,3508.6000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2012,20121231,4511.1000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2013,20131231,4539.9000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2014,20141231,4674.2000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2015,20151231,4509.0000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2016,20161231,6664.0000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2017,20171231,7233.4000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2018,20181231,7153.2000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2019,20191231,7909.0000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2020,20201231,9611.8000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2021,20211231,11040.9000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2022,20221231,11547.9000,0
004423,EQUIFAX INC,EFX,294429105,0000033185,7323,2023,20231231,12280.0000,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2010,20101231,7098.4380,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2011,20111231,8772.7190,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2012,20121231,8849.8620,1
004430,EQT CORP,EQT,26884L109,0000033213,4923,2013,20131231,9792.0530,1
004430,EQT CORP,EQT,26884L109,0000033213,4923,2014,20141231,12064.9000,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2015,20151231,13976.1720,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2016,20161231,15472.9220,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2017,20171231,29522.6040,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2018,20181231,20721.3440,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2019,20191231,18809.2270,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2020,20201231,18113.4690,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2021,20211231,21607.3880,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2022,20221231,22669.9260,0
004430,EQT CORP,EQT,26884L109,0000033213,4923,2023,20231231,25285.0980,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2010,20101231,2679.1790,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2011,20111231,2866.8270,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2012,20121231,2954.1250,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2013,20131231,3014.8120,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2014,20141231,2890.9050,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2015,20151231,2582.4380,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2016,20161231,2790.8710,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2017,20171231,3117.0080,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2018,20181231,3314.5590,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2019,20191231,3691.8840,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2020,20201231,4927.5030,1
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2021,20211231,7609.9290,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2022,20221231,5590.4340,0
004494,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,2023,20231231,4523.8090,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2010,20101231,302510.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2011,20111231,331052.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2012,20121231,333795.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2013,20131231,346808.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2014,20141231,349493.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2015,20151231,336758.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2016,20161231,330314.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2017,20171231,348691.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2018,20181231,346196.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2019,20191231,362597.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2020,20201231,332750.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2021,20211231,338923.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2022,20221231,369067.0000,0
004503,EXXON MOBIL CORP,XOM,30231G102,0000034088,2911,2023,20231231,376317.0000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2010,20101231,3319.9000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2011,20111231,3743.5000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2012,20121231,4373.9000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2013,20131231,5235.2000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2014,20141231,5340.5000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2015,20151231,6325.9000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2016,20161231,6139.3000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2017,20171231,9206.3000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2018,20181231,9974.3000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2019,20191231,9872.7000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2020,20201231,10186.4000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2021,20211231,10581.3000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2022,20221231,11171.3000,0
004510,FMC CORP,FMC,302491303,0000037785,2870,2023,20231231,11926.2000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2010,20101231,52994.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2011,20111231,57188.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2012,20121231,64439.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2013,20131231,69306.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2014,20141231,74929.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2015,20151231,82479.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2016,20161231,89993.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2017,20171231,97827.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2018,20181231,103702.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2019,20191231,117691.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2020,20201231,127684.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2021,20211231,140912.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2022,20221231,158935.0000,0
004517,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,2023,20231231,177489.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2010,20110531,27385.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2011,20120531,29903.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2012,20130531,33567.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2013,20140531,33070.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2014,20150531,37069.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2015,20160531,46064.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2016,20170531,48552.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2017,20180531,52330.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2018,20190531,54403.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2019,20200531,73537.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2020,20210531,82777.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2021,20220531,85994.0000,0
004598,FEDEX CORP,FDX,31428X106,0001048911,4513,2022,20230531,87143.0000,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2010,20101231,3159.5530,1
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2011,20111231,3659.9080,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2012,20121231,3898.5650,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2013,20131231,4219.2940,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2014,20141231,4546.8700,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2015,20151231,4911.7090,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2016,20161231,5423.2790,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2017,20171231,6275.7550,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2018,20181231,6289.6440,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2019,20191231,6794.9920,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2020,20201231,7607.6240,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2021,20211231,7622.3200,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2022,20221231,8233.9910,0
004605,FEDERAL REALTY INVESTMENT TR,FRT,313745101,0000034903,6798,2023,20231231,8436.5120,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2010,20101231,111007.0000,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2011,20111231,116967.0000,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2012,20121231,121894.0000,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2013,20131231,130443.0000,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2014,20141231,138706.0000,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2015,20151231,141082.0000,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2016,20161231,142177.0000,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2017,20171231,142193.0000,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2018,20181231,146069.0000,0
004640,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,2019,20191231,169369.0000,0
